portal_event_id,portal_session_id,client_id,portal_user_id,portal_user_role,client_contact_email_domain,event_datetime,channel,request_reference,event_type,case_priority,first_response_hours,sla_breach_flag,case_status,effective_at,updated_at
CRM-0000084,PORTAL-SESSION-0000084,CLI-0001,PORTAL-USER-00021,Driver Coordinator,professional-services-client-01.example.com,2025-06-28T06:00:00,CRM Case,REQ-0000084,Report Download,Critical,6.9,N,Open,2025-06-28T06:00:00,2025-07-03T06:00:00
CRM-0000085,PORTAL-SESSION-0000085,CLI-0002,PORTAL-USER-00035,Finance User,utilities-client-02.example.com,2025-06-17T05:00:00,CRM Case,REQ-0000085,Report Download,Low,33.7,N,Escalated,2025-06-17T05:00:00,2025-06-30T05:00:00
CRM-0000086,PORTAL-SESSION-0000086,CLI-0006,PORTAL-USER-00079,Fleet Manager,utilities-client-06.example.com,2025-12-04T18:00:00,Client Portal,REQ-0000086,Maintenance Query,Critical,19.3,Y,Pending Client,2025-12-04T18:00:00,2025-12-17T18:00:00
CRM-0000087,PORTAL-SESSION-0000087,CLI-0015,PORTAL-USER-00032,Finance User,healthcare-client-15.example.com,2026-01-23T13:00:00,CRM Case,REQ-0000087,Report Download,Medium,31.8,Y,Pending Client,2026-01-23T13:00:00,2026-01-26T13:00:00
CRM-0000088,PORTAL-SESSION-0000088,CLI-0016,PORTAL-USER-00011,Driver Coordinator,government-client-16.example.com,2025-07-28T23:00:00,Client Portal,REQ-0000088,Renewal Discussion,Critical,6.5,Y,Open,2025-07-28T23:00:00,2025-07-31T23:00:00
CRM-0000089,PORTAL-SESSION-0000089,CLI-0014,PORTAL-USER-00014,Fleet Manager,professional-services-client-14.example.com,2025-10-10T09:00:00,Client Portal,REQ-0000089,Vehicle Order,Medium,23.9,N,Pending Client,2025-10-10T09:00:00,2025-10-24T09:00:00
CRM-0000090,PORTAL-SESSION-0000090,CLI-0008,PORTAL-USER-00020,Fleet Manager,government-client-08.example.com,2026-01-03T19:00:00,CRM Case,REQ-0000090,Invoice Query,Medium,16.7,N,Escalated,2026-01-03T19:00:00,2026-01-08T19:00:00
CRM-0000091,PORTAL-SESSION-0000091,CLI-0001,PORTAL-USER-00064,Executive Viewer,professional-services-client-01.example.com,2025-07-27T15:00:00,Client Portal,REQ-0000091,Renewal Discussion,Low,15.3,N,Pending Client,2025-07-27T15:00:00,2025-07-27T15:00:00
CRM-0000092,PORTAL-SESSION-0000092,CLI-0018,PORTAL-USER-00084,Driver Coordinator,professional-services-client-18.example.com,2025-09-25T03:00:00,CRM Case,REQ-0000092,Quote Request,Medium,16.9,Y,Escalated,2025-09-25T03:00:00,2025-09-26T03:00:00
CRM-0000093,PORTAL-SESSION-0000093,CLI-0015,PORTAL-USER-00089,Fleet Manager,healthcare-client-15.example.com,2026-04-16T16:00:00,Email,REQ-0000093,Report Download,Critical,20.9,N,Resolved,2026-04-16T16:00:00,2026-04-21T16:00:00
CRM-0000094,PORTAL-SESSION-0000094,CLI-0016,PORTAL-USER-00087,Fleet Manager,government-client-16.example.com,2025-04-02T23:00:00,CRM Case,REQ-0000094,Renewal Discussion,Critical,13.6,Y,Escalated,2025-04-02T23:00:00,2025-04-14T23:00:00
CRM-0000095,PORTAL-SESSION-0000095,CLI-0006,PORTAL-USER-00074,Fleet Manager,utilities-client-06.example.com,2025-11-10T11:00:00,CRM Case,REQ-0000095,Invoice Query,Critical,7.4,N,Resolved,2025-11-10T11:00:00,2025-11-15T11:00:00
CRM-0000096,PORTAL-SESSION-0000096,CLI-0008,PORTAL-USER-00086,Executive Viewer,government-client-08.example.com,2025-11-05T08:00:00,Client Portal,REQ-0000096,Maintenance Query,High,31.9,N,Escalated,2025-11-05T08:00:00,2025-11-09T08:00:00
CRM-0000097,PORTAL-SESSION-0000097,CLI-0016,PORTAL-USER-00053,Executive Viewer,government-client-16.example.com,2025-03-15T19:00:00,Email,REQ-0000097,Quote Request,Critical,20.7,Y,Escalated,2025-03-15T19:00:00,2025-03-15T19:00:00
CRM-0000098,PORTAL-SESSION-0000098,CLI-0018,PORTAL-USER-00077,Executive Viewer,professional-services-client-18.example.com,2025-01-02T17:00:00,Email,REQ-0000098,Renewal Discussion,Critical,9.3,N,Resolved,2025-01-02T17:00:00,2025-01-08T17:00:00
CRM-0000099,PORTAL-SESSION-0000099,CLI-0009,PORTAL-USER-00025,Driver Coordinator,professional-services-client-09.example.com,2025-02-08T16:00:00,Client Portal,REQ-0000099,Maintenance Query,Critical,8.8,Y,Resolved,2025-02-08T16:00:00,2025-02-11T16:00:00
CRM-0000100,PORTAL-SESSION-0000100,CLI-0013,PORTAL-USER-00069,Fleet Manager,utilities-client-13.example.com,2026-01-11T18:00:00,Phone,REQ-0000100,Invoice Query,Low,9.6,N,Open,2026-01-11T18:00:00,2026-01-23T18:00:00
CRM-0000101,PORTAL-SESSION-0000101,CLI-0006,PORTAL-USER-00066,Executive Viewer,utilities-client-06.example.com,2025-12-06T20:00:00,Client Portal,REQ-0000101,Invoice Query,Medium,4.3,N,Pending Client,2025-12-06T20:00:00,2025-12-12T20:00:00
CRM-0000102,PORTAL-SESSION-0000102,CLI-0005,PORTAL-USER-00006,Executive Viewer,healthcare-client-05.example.com,2026-05-08T14:00:00,Phone,REQ-0000102,Invoice Query,Low,0.7,N,Resolved,2026-05-08T14:00:00,2026-05-16T14:00:00
CRM-0000103,PORTAL-SESSION-0000103,CLI-0009,PORTAL-USER-00014,Finance User,professional-services-client-09.example.com,2025-07-03T16:00:00,Client Portal,REQ-0000103,Report Download,Medium,31.5,N,Resolved,2025-07-03T16:00:00,2025-07-10T16:00:00
CRM-0000104,PORTAL-SESSION-0000104,CLI-0010,PORTAL-USER-00071,Finance User,government-client-10.example.com,2025-12-08T17:00:00,Phone,REQ-0000104,Invoice Query,Low,20.0,Y,Pending Client,2025-12-08T17:00:00,2025-12-08T17:00:00
CRM-0000105,PORTAL-SESSION-0000105,CLI-0005,PORTAL-USER-00048,Fleet Manager,healthcare-client-05.example.com,2026-04-19T14:00:00,Client Portal,REQ-0000105,Quote Request,Medium,1.7,N,Escalated,2026-04-19T14:00:00,2026-05-01T14:00:00
CRM-0000106,PORTAL-SESSION-0000106,CLI-0013,PORTAL-USER-00077,Driver Coordinator,utilities-client-13.example.com,2025-02-22T18:00:00,CRM Case,REQ-0000106,Quote Request,High,14.0,N,Resolved,2025-02-22T18:00:00,2025-03-06T18:00:00
CRM-0000107,PORTAL-SESSION-0000107,CLI-0007,PORTAL-USER-00070,Driver Coordinator,utilities-client-07.example.com,2026-02-27T14:00:00,Phone,REQ-0000107,Maintenance Query,Low,18.1,Y,Open,2026-02-27T14:00:00,2026-03-09T14:00:00
CRM-0000108,PORTAL-SESSION-0000108,CLI-0004,PORTAL-USER-00021,Executive Viewer,utilities-client-04.example.com,2025-09-29T15:00:00,Client Portal,REQ-0000108,Quote Request,Low,22.8,N,Escalated,2025-09-29T15:00:00,2025-10-04T15:00:00
CRM-0000109,PORTAL-SESSION-0000109,CLI-0004,PORTAL-USER-00035,Driver Coordinator,utilities-client-04.example.com,2025-01-25T07:00:00,Email,REQ-0000109,Invoice Query,Medium,21.7,N,Escalated,2025-01-25T07:00:00,2025-02-01T07:00:00
CRM-0000110,PORTAL-SESSION-0000110,CLI-0009,PORTAL-USER-00055,Executive Viewer,professional-services-client-09.example.com,2025-12-07T10:00:00,Email,REQ-0000110,Vehicle Order,High,33.8,Y,Pending Client,2025-12-07T10:00:00,2025-12-19T10:00:00
CRM-0000111,PORTAL-SESSION-0000111,CLI-0005,PORTAL-USER-00045,Executive Viewer,healthcare-client-05.example.com,2025-03-01T10:00:00,Phone,REQ-0000111,Vehicle Order,High,33.6,N,Pending Client,2025-03-01T10:00:00,2025-03-14T10:00:00
CRM-0000112,PORTAL-SESSION-0000112,CLI-0006,PORTAL-USER-00002,Driver Coordinator,utilities-client-06.example.com,2025-03-05T19:00:00,CRM Case,REQ-0000112,Vehicle Order,High,15.9,N,Resolved,2025-03-05T19:00:00,2025-03-12T19:00:00
CRM-0000113,PORTAL-SESSION-0000113,CLI-0010,PORTAL-USER-00039,Driver Coordinator,government-client-10.example.com,2025-09-03T12:00:00,Email,REQ-0000113,Invoice Query,Medium,21.7,N,Pending Client,2025-09-03T12:00:00,2025-09-04T12:00:00
CRM-0000114,PORTAL-SESSION-0000114,CLI-0008,PORTAL-USER-00041,Fleet Manager,government-client-08.example.com,2025-10-01T07:00:00,Phone,REQ-0000114,Quote Request,Medium,10.4,N,Pending Client,2025-10-01T07:00:00,2025-10-02T07:00:00
CRM-0000115,PORTAL-SESSION-0000115,CLI-0006,PORTAL-USER-00008,Fleet Manager,utilities-client-06.example.com,2025-12-26T19:00:00,CRM Case,REQ-0000115,Maintenance Query,Medium,23.7,N,Open,2025-12-26T19:00:00,2026-01-09T19:00:00
CRM-0000116,PORTAL-SESSION-0000116,CLI-0016,PORTAL-USER-00019,Executive Viewer,government-client-16.example.com,2025-05-02T20:00:00,Phone,REQ-0000116,Vehicle Order,Critical,27.8,N,Resolved,2025-05-02T20:00:00,2025-05-10T20:00:00
CRM-0000117,PORTAL-SESSION-0000117,CLI-0011,PORTAL-USER-00042,Driver Coordinator,government-client-11.example.com,2025-12-31T21:00:00,CRM Case,REQ-0000117,Vehicle Order,High,6.2,N,Pending Client,2025-12-31T21:00:00,2026-01-11T21:00:00
CRM-0000118,PORTAL-SESSION-0000118,CLI-0011,PORTAL-USER-00015,Driver Coordinator,government-client-11.example.com,2025-02-21T12:00:00,Phone,REQ-0000118,Invoice Query,Low,16.2,N,Resolved,2025-02-21T12:00:00,2025-03-07T12:00:00
CRM-0000119,PORTAL-SESSION-0000119,CLI-0002,PORTAL-USER-00007,Driver Coordinator,utilities-client-02.example.com,2025-09-28T20:00:00,Email,REQ-0000119,Report Download,Low,9.4,Y,Resolved,2025-09-28T20:00:00,2025-10-02T20:00:00
CRM-0000120,PORTAL-SESSION-0000120,CLI-0016,PORTAL-USER-00082,Finance User,government-client-16.example.com,2025-04-28T11:00:00,Email,REQ-0000120,Vehicle Order,High,15.8,N,Open,2025-04-28T11:00:00,2025-05-11T11:00:00
CRM-0000121,PORTAL-SESSION-0000121,CLI-0015,PORTAL-USER-00075,Driver Coordinator,healthcare-client-15.example.com,2025-03-02T11:00:00,Phone,REQ-0000121,Vehicle Order,High,10.5,N,Open,2025-03-02T11:00:00,2025-03-07T11:00:00
CRM-0000122,PORTAL-SESSION-0000122,CLI-0008,PORTAL-USER-00069,Fleet Manager,government-client-08.example.com,2025-09-08T16:00:00,CRM Case,REQ-0000122,Vehicle Order,Low,19.1,Y,Open,2025-09-08T16:00:00,2025-09-21T16:00:00
CRM-0000123,PORTAL-SESSION-0000123,CLI-0003,PORTAL-USER-00031,Finance User,healthcare-client-03.example.com,2025-12-19T06:00:00,Phone,REQ-0000123,Quote Request,Critical,18.3,N,Open,2025-12-19T06:00:00,2025-12-24T06:00:00
CRM-0000124,PORTAL-SESSION-0000124,CLI-0006,PORTAL-USER-00061,Finance User,utilities-client-06.example.com,2025-09-03T17:00:00,Client Portal,REQ-0000124,Invoice Query,Critical,6.7,N,Resolved,2025-09-03T17:00:00,2025-09-05T17:00:00
CRM-0000125,PORTAL-SESSION-0000125,CLI-0004,PORTAL-USER-00040,Executive Viewer,utilities-client-04.example.com,2025-08-16T22:00:00,Email,REQ-0000125,Renewal Discussion,Medium,33.4,N,Escalated,2025-08-16T22:00:00,2025-08-28T22:00:00
CRM-0000126,PORTAL-SESSION-0000126,CLI-0017,PORTAL-USER-00066,Fleet Manager,construction-client-17.example.com,2025-01-26T03:00:00,Email,REQ-0000126,Maintenance Query,Critical,6.8,N,Escalated,2025-01-26T03:00:00,2025-02-02T03:00:00
CRM-0000127,PORTAL-SESSION-0000127,CLI-0003,PORTAL-USER-00057,Executive Viewer,healthcare-client-03.example.com,2026-01-12T15:00:00,CRM Case,REQ-0000127,Report Download,Critical,21.2,N,Resolved,2026-01-12T15:00:00,2026-01-15T15:00:00
CRM-0000128,PORTAL-SESSION-0000128,CLI-0007,PORTAL-USER-00018,Driver Coordinator,utilities-client-07.example.com,2026-02-21T12:00:00,Phone,REQ-0000128,Renewal Discussion,Critical,9.5,N,Open,2026-02-21T12:00:00,2026-03-02T12:00:00
CRM-0000129,PORTAL-SESSION-0000129,CLI-0001,PORTAL-USER-00015,Fleet Manager,professional-services-client-01.example.com,2025-12-20T01:00:00,Email,REQ-0000129,Maintenance Query,Medium,20.8,N,Resolved,2025-12-20T01:00:00,2025-12-22T01:00:00
CRM-0000130,PORTAL-SESSION-0000130,CLI-0004,PORTAL-USER-00070,Executive Viewer,utilities-client-04.example.com,2025-12-27T02:00:00,Email,REQ-0000130,Invoice Query,Medium,23.5,Y,Resolved,2025-12-27T02:00:00,2026-01-07T02:00:00
CRM-0000131,PORTAL-SESSION-0000131,CLI-0017,PORTAL-USER-00039,Executive Viewer,construction-client-17.example.com,2026-02-02T16:00:00,Email,REQ-0000131,Maintenance Query,Medium,20.2,N,Escalated,2026-02-02T16:00:00,2026-02-07T16:00:00
CRM-0000132,PORTAL-SESSION-0000132,CLI-0012,PORTAL-USER-00017,Fleet Manager,government-client-12.example.com,2026-01-22T16:00:00,Client Portal,REQ-0000132,Vehicle Order,Medium,2.7,Y,Open,2026-01-22T16:00:00,2026-02-04T16:00:00
CRM-0000133,PORTAL-SESSION-0000133,CLI-0005,PORTAL-USER-00070,Finance User,healthcare-client-05.example.com,2025-06-03T16:00:00,Phone,REQ-0000133,Quote Request,Critical,0.6,N,Resolved,2025-06-03T16:00:00,2025-06-17T16:00:00
CRM-0000134,PORTAL-SESSION-0000134,CLI-0009,PORTAL-USER-00013,Driver Coordinator,professional-services-client-09.example.com,2026-04-19T10:00:00,CRM Case,REQ-0000134,Maintenance Query,Critical,27.4,N,Escalated,2026-04-19T10:00:00,2026-04-27T10:00:00
CRM-0000135,PORTAL-SESSION-0000135,CLI-0004,PORTAL-USER-00028,Fleet Manager,utilities-client-04.example.com,2025-02-12T05:00:00,CRM Case,REQ-0000135,Report Download,High,27.1,N,Open,2025-02-12T05:00:00,2025-02-21T05:00:00
CRM-0000136,PORTAL-SESSION-0000136,CLI-0008,PORTAL-USER-00069,Fleet Manager,government-client-08.example.com,2025-11-09T15:00:00,Email,REQ-0000136,Invoice Query,Low,32.0,N,Pending Client,2025-11-09T15:00:00,2025-11-22T15:00:00
CRM-0000137,PORTAL-SESSION-0000137,CLI-0004,PORTAL-USER-00074,Fleet Manager,utilities-client-04.example.com,2025-08-16T14:00:00,Email,REQ-0000137,Invoice Query,Medium,20.2,Y,Escalated,2025-08-16T14:00:00,2025-08-25T14:00:00
CRM-0000138,PORTAL-SESSION-0000138,CLI-0007,PORTAL-USER-00012,Driver Coordinator,utilities-client-07.example.com,2025-04-24T11:00:00,Client Portal,REQ-0000138,Renewal Discussion,Critical,34.6,N,Resolved,2025-04-24T11:00:00,2025-04-27T11:00:00
CRM-0000139,PORTAL-SESSION-0000139,CLI-0005,PORTAL-USER-00003,Fleet Manager,healthcare-client-05.example.com,2025-12-11T12:00:00,Client Portal,REQ-0000139,Report Download,Medium,28.4,N,Open,2025-12-11T12:00:00,2025-12-14T12:00:00
CRM-0000140,PORTAL-SESSION-0000140,CLI-0018,PORTAL-USER-00061,Driver Coordinator,professional-services-client-18.example.com,2025-03-06T18:00:00,CRM Case,REQ-0000140,Renewal Discussion,High,12.6,N,Escalated,2025-03-06T18:00:00,2025-03-06T18:00:00
CRM-0000141,PORTAL-SESSION-0000141,CLI-0002,PORTAL-USER-00042,Fleet Manager,utilities-client-02.example.com,2025-12-20T16:00:00,Client Portal,REQ-0000141,Quote Request,High,11.9,N,Resolved,2025-12-20T16:00:00,2025-12-23T16:00:00
CRM-0000142,PORTAL-SESSION-0000142,CLI-0015,PORTAL-USER-00009,Driver Coordinator,healthcare-client-15.example.com,2025-04-16T12:00:00,Phone,REQ-0000142,Vehicle Order,Critical,27.3,N,Escalated,2025-04-16T12:00:00,2025-04-17T12:00:00
CRM-0000143,PORTAL-SESSION-0000143,CLI-0007,PORTAL-USER-00066,Executive Viewer,utilities-client-07.example.com,2025-12-20T11:00:00,CRM Case,REQ-0000143,Vehicle Order,High,8.8,N,Open,2025-12-20T11:00:00,2025-12-30T11:00:00
CRM-0000144,PORTAL-SESSION-0000144,CLI-0011,PORTAL-USER-00056,Fleet Manager,government-client-11.example.com,2025-10-06T10:00:00,Email,REQ-0000144,Renewal Discussion,High,16.3,N,Open,2025-10-06T10:00:00,2025-10-16T10:00:00
CRM-0000145,PORTAL-SESSION-0000145,CLI-0011,PORTAL-USER-00049,Finance User,government-client-11.example.com,2026-03-17T12:00:00,Phone,REQ-0000145,Report Download,Medium,12.9,N,Open,2026-03-17T12:00:00,2026-03-23T12:00:00
CRM-0000146,PORTAL-SESSION-0000146,CLI-0010,PORTAL-USER-00087,Fleet Manager,government-client-10.example.com,2025-05-07T12:00:00,CRM Case,REQ-0000146,Report Download,Medium,17.0,N,Escalated,2025-05-07T12:00:00,2025-05-07T12:00:00
CRM-0000147,PORTAL-SESSION-0000147,CLI-0006,PORTAL-USER-00054,Executive Viewer,utilities-client-06.example.com,2025-10-06T19:00:00,Phone,REQ-0000147,Quote Request,High,32.9,N,Pending Client,2025-10-06T19:00:00,2025-10-14T19:00:00
CRM-0000148,PORTAL-SESSION-0000148,CLI-0003,PORTAL-USER-00033,Fleet Manager,healthcare-client-03.example.com,2025-07-13T08:00:00,Phone,REQ-0000148,Quote Request,Low,32.2,Y,Resolved,2025-07-13T08:00:00,2025-07-23T08:00:00
CRM-0000149,PORTAL-SESSION-0000149,CLI-0007,PORTAL-USER-00082,Driver Coordinator,utilities-client-07.example.com,2025-06-21T17:00:00,Phone,REQ-0000149,Invoice Query,Low,35.1,N,Open,2025-06-21T17:00:00,2025-06-24T17:00:00
CRM-0000150,PORTAL-SESSION-0000150,CLI-0018,PORTAL-USER-00018,Executive Viewer,professional-services-client-18.example.com,2025-10-07T00:00:00,CRM Case,REQ-0000150,Quote Request,High,5.2,Y,Pending Client,2025-10-07T00:00:00,2025-10-13T00:00:00
CRM-0000151,PORTAL-SESSION-0000151,CLI-0005,PORTAL-USER-00014,Driver Coordinator,healthcare-client-05.example.com,2026-04-24T16:00:00,Email,REQ-0000151,Renewal Discussion,High,16.4,N,Resolved,2026-04-24T16:00:00,2026-05-06T16:00:00
CRM-0000152,PORTAL-SESSION-0000152,CLI-0007,PORTAL-USER-00074,Executive Viewer,utilities-client-07.example.com,2026-04-20T00:00:00,Client Portal,REQ-0000152,Maintenance Query,Critical,14.5,N,Pending Client,2026-04-20T00:00:00,2026-04-22T00:00:00
CRM-0000153,PORTAL-SESSION-0000153,CLI-0017,PORTAL-USER-00079,Executive Viewer,construction-client-17.example.com,2025-10-02T08:00:00,Email,REQ-0000153,Invoice Query,High,4.1,N,Resolved,2025-10-02T08:00:00,2025-10-10T08:00:00
CRM-0000154,PORTAL-SESSION-0000154,CLI-0015,PORTAL-USER-00016,Executive Viewer,healthcare-client-15.example.com,2025-03-11T15:00:00,Email,REQ-0000154,Vehicle Order,Low,23.1,Y,Open,2025-03-11T15:00:00,2025-03-23T15:00:00
CRM-0000155,PORTAL-SESSION-0000155,CLI-0004,PORTAL-USER-00035,Fleet Manager,utilities-client-04.example.com,2026-01-23T12:00:00,CRM Case,REQ-0000155,Invoice Query,Medium,21.3,N,Escalated,2026-01-23T12:00:00,2026-01-26T12:00:00
CRM-0000156,PORTAL-SESSION-0000156,CLI-0018,PORTAL-USER-00084,Driver Coordinator,professional-services-client-18.example.com,2025-08-29T14:00:00,CRM Case,REQ-0000156,Renewal Discussion,Medium,7.8,N,Escalated,2025-08-29T14:00:00,2025-09-05T14:00:00
CRM-0000157,PORTAL-SESSION-0000157,CLI-0001,PORTAL-USER-00013,Finance User,professional-services-client-01.example.com,2026-03-01T08:00:00,Client Portal,REQ-0000157,Report Download,Low,22.5,N,Resolved,2026-03-01T08:00:00,2026-03-04T08:00:00
CRM-0000158,PORTAL-SESSION-0000158,CLI-0017,PORTAL-USER-00054,Fleet Manager,construction-client-17.example.com,2026-02-27T20:00:00,CRM Case,REQ-0000158,Report Download,Medium,14.3,N,Resolved,2026-02-27T20:00:00,2026-03-11T20:00:00
CRM-0000159,PORTAL-SESSION-0000159,CLI-0006,PORTAL-USER-00034,Fleet Manager,utilities-client-06.example.com,2026-05-12T01:00:00,CRM Case,REQ-0000159,Vehicle Order,Low,22.0,N,Escalated,2026-05-12T01:00:00,2026-05-19T01:00:00
CRM-0000160,PORTAL-SESSION-0000160,CLI-0005,PORTAL-USER-00036,Fleet Manager,healthcare-client-05.example.com,2025-01-04T08:00:00,Client Portal,REQ-0000160,Quote Request,Critical,24.9,N,Open,2025-01-04T08:00:00,2025-01-13T08:00:00
CRM-0000161,PORTAL-SESSION-0000161,CLI-0007,PORTAL-USER-00048,Finance User,utilities-client-07.example.com,2025-03-23T08:00:00,Client Portal,REQ-0000161,Quote Request,Critical,25.8,N,Open,2025-03-23T08:00:00,2025-04-02T08:00:00
CRM-0000162,PORTAL-SESSION-0000162,CLI-0005,PORTAL-USER-00070,Executive Viewer,healthcare-client-05.example.com,2025-03-15T08:00:00,Client Portal,REQ-0000162,Report Download,Critical,5.5,Y,Resolved,2025-03-15T08:00:00,2025-03-28T08:00:00
CRM-0000163,PORTAL-SESSION-0000163,CLI-0014,PORTAL-USER-00023,Driver Coordinator,professional-services-client-14.example.com,2025-04-15T05:00:00,Client Portal,REQ-0000163,Maintenance Query,High,28.6,N,Resolved,2025-04-15T05:00:00,2025-04-15T05:00:00
CRM-0000164,PORTAL-SESSION-0000164,CLI-0009,PORTAL-USER-00083,Finance User,professional-services-client-09.example.com,2026-03-03T22:00:00,CRM Case,REQ-0000164,Maintenance Query,Low,4.0,N,Open,2026-03-03T22:00:00,2026-03-06T22:00:00
CRM-0000165,PORTAL-SESSION-0000165,CLI-0010,PORTAL-USER-00056,Fleet Manager,government-client-10.example.com,2025-07-15T16:00:00,Phone,REQ-0000165,Vehicle Order,Low,17.1,N,Escalated,2025-07-15T16:00:00,2025-07-22T16:00:00
CRM-0000166,PORTAL-SESSION-0000166,CLI-0006,PORTAL-USER-00005,Fleet Manager,utilities-client-06.example.com,2025-01-29T04:00:00,Email,REQ-0000166,Vehicle Order,Critical,32.2,Y,Pending Client,2025-01-29T04:00:00,2025-01-30T04:00:00
CRM-0000167,PORTAL-SESSION-0000167,CLI-0012,PORTAL-USER-00070,Fleet Manager,government-client-12.example.com,2025-04-11T13:00:00,Client Portal,REQ-0000167,Invoice Query,Critical,17.2,N,Open,2025-04-11T13:00:00,2025-04-11T13:00:00
