portal_event_id,portal_session_id,client_id,portal_user_id,portal_user_role,client_contact_email_domain,event_datetime,channel,request_reference,event_type,case_priority,first_response_hours,sla_breach_flag,case_status,effective_at,updated_at
CRM-0000336,PORTAL-SESSION-0000336,CLI-0009,PORTAL-USER-00032,Executive Viewer,professional-services-client-09.example.com,2025-12-14T00:00:00,Email,REQ-0000336,Report Download,Medium,4.4,Y,Escalated,2025-12-14T00:00:00,2025-12-17T00:00:00
CRM-0000337,PORTAL-SESSION-0000337,CLI-0017,PORTAL-USER-00052,Executive Viewer,construction-client-17.example.com,2025-07-09T08:00:00,CRM Case,REQ-0000337,Vehicle Order,Medium,8.4,N,Escalated,2025-07-09T08:00:00,2025-07-15T08:00:00
CRM-0000338,PORTAL-SESSION-0000338,CLI-0015,PORTAL-USER-00068,Executive Viewer,healthcare-client-15.example.com,2025-11-06T19:00:00,Email,REQ-0000338,Report Download,Low,4.7,N,Escalated,2025-11-06T19:00:00,2025-11-20T19:00:00
CRM-0000339,PORTAL-SESSION-0000339,CLI-0006,PORTAL-USER-00007,Driver Coordinator,utilities-client-06.example.com,2025-03-11T23:00:00,CRM Case,REQ-0000339,Report Download,Critical,6.7,Y,Pending Client,2025-03-11T23:00:00,2025-03-11T23:00:00
CRM-0000340,PORTAL-SESSION-0000340,CLI-0013,PORTAL-USER-00010,Executive Viewer,utilities-client-13.example.com,2025-08-02T12:00:00,Phone,REQ-0000340,Vehicle Order,Medium,32.1,Y,Pending Client,2025-08-02T12:00:00,2025-08-11T12:00:00
CRM-0000341,PORTAL-SESSION-0000341,CLI-0018,PORTAL-USER-00042,Executive Viewer,professional-services-client-18.example.com,2025-05-07T06:00:00,Phone,REQ-0000341,Report Download,Critical,25.6,Y,Pending Client,2025-05-07T06:00:00,2025-05-12T06:00:00
CRM-0000342,PORTAL-SESSION-0000342,CLI-0014,PORTAL-USER-00016,Finance User,professional-services-client-14.example.com,2025-01-07T09:00:00,Email,REQ-0000342,Report Download,Medium,1.9,N,Pending Client,2025-01-07T09:00:00,2025-01-08T09:00:00
CRM-0000343,PORTAL-SESSION-0000343,CLI-0011,PORTAL-USER-00068,Finance User,government-client-11.example.com,2025-04-13T19:00:00,Client Portal,REQ-0000343,Vehicle Order,Medium,14.5,N,Open,2025-04-13T19:00:00,2025-04-27T19:00:00
CRM-0000344,PORTAL-SESSION-0000344,CLI-0003,PORTAL-USER-00007,Executive Viewer,healthcare-client-03.example.com,2025-05-29T09:00:00,Phone,REQ-0000344,Vehicle Order,Low,34.4,N,Pending Client,2025-05-29T09:00:00,2025-06-11T09:00:00
CRM-0000345,PORTAL-SESSION-0000345,CLI-0002,PORTAL-USER-00073,Fleet Manager,utilities-client-02.example.com,2026-03-22T09:00:00,CRM Case,REQ-0000345,Invoice Query,Low,0.7,Y,Resolved,2026-03-22T09:00:00,2026-03-24T09:00:00
CRM-0000346,PORTAL-SESSION-0000346,CLI-0018,PORTAL-USER-00005,Executive Viewer,professional-services-client-18.example.com,2025-08-29T04:00:00,Email,REQ-0000346,Renewal Discussion,Critical,10.8,N,Resolved,2025-08-29T04:00:00,2025-09-12T04:00:00
CRM-0000347,PORTAL-SESSION-0000347,CLI-0001,PORTAL-USER-00084,Finance User,professional-services-client-01.example.com,2025-06-18T19:00:00,Client Portal,REQ-0000347,Report Download,Medium,8.5,N,Open,2025-06-18T19:00:00,2025-06-27T19:00:00
CRM-0000348,PORTAL-SESSION-0000348,CLI-0016,PORTAL-USER-00078,Fleet Manager,government-client-16.example.com,2025-08-07T13:00:00,Email,REQ-0000348,Report Download,Critical,4.6,N,Resolved,2025-08-07T13:00:00,2025-08-13T13:00:00
CRM-0000349,PORTAL-SESSION-0000349,CLI-0018,PORTAL-USER-00011,Executive Viewer,professional-services-client-18.example.com,2025-03-09T00:00:00,Email,REQ-0000349,Vehicle Order,Low,16.2,Y,Escalated,2025-03-09T00:00:00,2025-03-10T00:00:00
CRM-0000350,PORTAL-SESSION-0000350,CLI-0017,PORTAL-USER-00043,Executive Viewer,construction-client-17.example.com,2025-08-09T18:00:00,CRM Case,REQ-0000350,Renewal Discussion,High,30.6,N,Resolved,2025-08-09T18:00:00,2025-08-12T18:00:00
CRM-0000351,PORTAL-SESSION-0000351,CLI-0010,PORTAL-USER-00016,Finance User,government-client-10.example.com,2025-09-09T08:00:00,Email,REQ-0000351,Vehicle Order,Low,23.7,Y,Resolved,2025-09-09T08:00:00,2025-09-22T08:00:00
CRM-0000352,PORTAL-SESSION-0000352,CLI-0013,PORTAL-USER-00007,Executive Viewer,utilities-client-13.example.com,2025-02-19T00:00:00,Phone,REQ-0000352,Maintenance Query,Medium,23.2,N,Escalated,2025-02-19T00:00:00,2025-02-24T00:00:00
CRM-0000353,PORTAL-SESSION-0000353,CLI-0002,PORTAL-USER-00012,Finance User,utilities-client-02.example.com,2025-04-26T13:00:00,Client Portal,REQ-0000353,Vehicle Order,High,30.0,N,Pending Client,2025-04-26T13:00:00,2025-05-04T13:00:00
CRM-0000354,PORTAL-SESSION-0000354,CLI-0016,PORTAL-USER-00059,Fleet Manager,government-client-16.example.com,2025-04-10T06:00:00,CRM Case,REQ-0000354,Invoice Query,Medium,29.2,N,Resolved,2025-04-10T06:00:00,2025-04-23T06:00:00
CRM-0000355,PORTAL-SESSION-0000355,CLI-0015,PORTAL-USER-00078,Fleet Manager,healthcare-client-15.example.com,2025-05-27T17:00:00,Email,REQ-0000355,Maintenance Query,Critical,1.0,Y,Pending Client,2025-05-27T17:00:00,2025-06-08T17:00:00
CRM-0000356,PORTAL-SESSION-0000356,CLI-0008,PORTAL-USER-00001,Executive Viewer,government-client-08.example.com,2025-06-11T02:00:00,Phone,REQ-0000356,Invoice Query,Low,28.0,N,Escalated,2025-06-11T02:00:00,2025-06-21T02:00:00
CRM-0000357,PORTAL-SESSION-0000357,CLI-0002,PORTAL-USER-00072,Driver Coordinator,utilities-client-02.example.com,2026-05-16T22:00:00,Client Portal,REQ-0000357,Maintenance Query,Medium,34.6,N,Resolved,2026-05-16T22:00:00,2026-05-17T22:00:00
CRM-0000358,PORTAL-SESSION-0000358,CLI-0009,PORTAL-USER-00025,Driver Coordinator,professional-services-client-09.example.com,2025-06-30T12:00:00,Client Portal,REQ-0000358,Report Download,Low,20.1,N,Open,2025-06-30T12:00:00,2025-07-05T12:00:00
CRM-0000359,PORTAL-SESSION-0000359,CLI-0012,PORTAL-USER-00011,Fleet Manager,government-client-12.example.com,2025-10-06T23:00:00,Email,REQ-0000359,Maintenance Query,High,9.8,Y,Resolved,2025-10-06T23:00:00,2025-10-09T23:00:00
CRM-0000360,PORTAL-SESSION-0000360,CLI-0004,PORTAL-USER-00007,Executive Viewer,utilities-client-04.example.com,2026-04-17T12:00:00,Phone,REQ-0000360,Quote Request,Low,10.3,N,Open,2026-04-17T12:00:00,2026-04-28T12:00:00
CRM-0000361,PORTAL-SESSION-0000361,CLI-0010,PORTAL-USER-00016,Driver Coordinator,government-client-10.example.com,2025-06-13T09:00:00,Client Portal,REQ-0000361,Vehicle Order,Medium,6.5,N,Pending Client,2025-06-13T09:00:00,2025-06-22T09:00:00
CRM-0000362,PORTAL-SESSION-0000362,CLI-0013,PORTAL-USER-00006,Finance User,utilities-client-13.example.com,2025-07-21T05:00:00,Email,REQ-0000362,Report Download,Critical,24.7,N,Open,2025-07-21T05:00:00,2025-07-31T05:00:00
CRM-0000363,PORTAL-SESSION-0000363,CLI-0015,PORTAL-USER-00002,Finance User,healthcare-client-15.example.com,2025-10-01T17:00:00,Phone,REQ-0000363,Invoice Query,Medium,21.9,N,Open,2025-10-01T17:00:00,2025-10-15T17:00:00
CRM-0000364,PORTAL-SESSION-0000364,CLI-0013,PORTAL-USER-00056,Finance User,utilities-client-13.example.com,2025-05-25T22:00:00,CRM Case,REQ-0000364,Renewal Discussion,Medium,12.4,Y,Pending Client,2025-05-25T22:00:00,2025-05-28T22:00:00
CRM-0000365,PORTAL-SESSION-0000365,CLI-0002,PORTAL-USER-00078,Executive Viewer,utilities-client-02.example.com,2026-04-23T06:00:00,Email,REQ-0000365,Invoice Query,Low,18.2,N,Escalated,2026-04-23T06:00:00,2026-04-30T06:00:00
CRM-0000366,PORTAL-SESSION-0000366,CLI-0002,PORTAL-USER-00078,Executive Viewer,utilities-client-02.example.com,2025-09-16T23:00:00,Client Portal,REQ-0000366,Report Download,Medium,1.6,N,Open,2025-09-16T23:00:00,2025-09-24T23:00:00
CRM-0000367,PORTAL-SESSION-0000367,CLI-0010,PORTAL-USER-00011,Fleet Manager,government-client-10.example.com,2026-03-20T07:00:00,CRM Case,REQ-0000367,Renewal Discussion,Medium,29.2,Y,Open,2026-03-20T07:00:00,2026-03-21T07:00:00
CRM-0000368,PORTAL-SESSION-0000368,CLI-0011,PORTAL-USER-00071,Driver Coordinator,government-client-11.example.com,2025-10-03T08:00:00,Client Portal,REQ-0000368,Invoice Query,Medium,28.8,N,Pending Client,2025-10-03T08:00:00,2025-10-13T08:00:00
CRM-0000369,PORTAL-SESSION-0000369,CLI-0004,PORTAL-USER-00084,Executive Viewer,utilities-client-04.example.com,2025-02-27T19:00:00,Client Portal,REQ-0000369,Invoice Query,Critical,28.8,N,Pending Client,2025-02-27T19:00:00,2025-02-27T19:00:00
CRM-0000370,PORTAL-SESSION-0000370,CLI-0011,PORTAL-USER-00061,Fleet Manager,government-client-11.example.com,2025-04-26T19:00:00,Phone,REQ-0000370,Maintenance Query,High,13.1,N,Resolved,2025-04-26T19:00:00,2025-05-03T19:00:00
CRM-0000371,PORTAL-SESSION-0000371,CLI-0002,PORTAL-USER-00087,Finance User,utilities-client-02.example.com,2026-03-19T17:00:00,CRM Case,REQ-0000371,Quote Request,Critical,27.1,N,Escalated,2026-03-19T17:00:00,2026-03-30T17:00:00
CRM-0000372,PORTAL-SESSION-0000372,CLI-0003,PORTAL-USER-00074,Driver Coordinator,healthcare-client-03.example.com,2026-02-26T19:00:00,CRM Case,REQ-0000372,Report Download,High,15.2,Y,Escalated,2026-02-26T19:00:00,2026-03-04T19:00:00
CRM-0000373,PORTAL-SESSION-0000373,CLI-0005,PORTAL-USER-00024,Finance User,healthcare-client-05.example.com,2026-03-23T13:00:00,Email,REQ-0000373,Renewal Discussion,Critical,33.2,N,Pending Client,2026-03-23T13:00:00,2026-03-23T13:00:00
CRM-0000374,PORTAL-SESSION-0000374,CLI-0005,PORTAL-USER-00010,Driver Coordinator,healthcare-client-05.example.com,2026-01-19T12:00:00,Client Portal,REQ-0000374,Vehicle Order,High,17.6,Y,Open,2026-01-19T12:00:00,2026-01-22T12:00:00
CRM-0000375,PORTAL-SESSION-0000375,CLI-0013,PORTAL-USER-00007,Driver Coordinator,utilities-client-13.example.com,2025-09-22T12:00:00,Client Portal,REQ-0000375,Maintenance Query,Medium,1.6,Y,Pending Client,2025-09-22T12:00:00,2025-09-28T12:00:00
CRM-0000376,PORTAL-SESSION-0000376,CLI-0001,PORTAL-USER-00017,Fleet Manager,professional-services-client-01.example.com,2025-07-09T01:00:00,Phone,REQ-0000376,Invoice Query,Low,22.5,N,Open,2025-07-09T01:00:00,2025-07-22T01:00:00
CRM-0000377,PORTAL-SESSION-0000377,CLI-0007,PORTAL-USER-00076,Fleet Manager,utilities-client-07.example.com,2025-10-28T01:00:00,CRM Case,REQ-0000377,Quote Request,Medium,23.0,N,Resolved,2025-10-28T01:00:00,2025-10-30T01:00:00
CRM-0000378,PORTAL-SESSION-0000378,CLI-0001,PORTAL-USER-00044,Finance User,professional-services-client-01.example.com,2025-11-08T08:00:00,CRM Case,REQ-0000378,Maintenance Query,High,20.5,N,Pending Client,2025-11-08T08:00:00,2025-11-21T08:00:00
CRM-0000379,PORTAL-SESSION-0000379,CLI-0004,PORTAL-USER-00024,Executive Viewer,utilities-client-04.example.com,2025-10-22T20:00:00,Client Portal,REQ-0000379,Quote Request,Critical,1.6,Y,Resolved,2025-10-22T20:00:00,2025-11-05T20:00:00
CRM-0000380,PORTAL-SESSION-0000380,CLI-0016,PORTAL-USER-00085,Driver Coordinator,government-client-16.example.com,2026-04-24T09:00:00,Email,REQ-0000380,Invoice Query,Medium,1.7,N,Resolved,2026-04-24T09:00:00,2026-05-05T09:00:00
CRM-0000381,PORTAL-SESSION-0000381,CLI-0010,PORTAL-USER-00029,Fleet Manager,government-client-10.example.com,2026-04-19T10:00:00,Client Portal,REQ-0000381,Report Download,Low,22.7,N,Escalated,2026-04-19T10:00:00,2026-04-24T10:00:00
CRM-0000382,PORTAL-SESSION-0000382,CLI-0012,PORTAL-USER-00037,Driver Coordinator,government-client-12.example.com,2025-09-29T06:00:00,Email,REQ-0000382,Maintenance Query,Critical,5.7,N,Resolved,2025-09-29T06:00:00,2025-10-01T06:00:00
CRM-0000383,PORTAL-SESSION-0000383,CLI-0004,PORTAL-USER-00064,Fleet Manager,utilities-client-04.example.com,2025-09-10T19:00:00,Email,REQ-0000383,Renewal Discussion,Critical,13.7,N,Escalated,2025-09-10T19:00:00,2025-09-11T19:00:00
CRM-0000384,PORTAL-SESSION-0000384,CLI-0014,PORTAL-USER-00040,Executive Viewer,professional-services-client-14.example.com,2026-03-07T04:00:00,Client Portal,REQ-0000384,Maintenance Query,Low,10.7,N,Escalated,2026-03-07T04:00:00,2026-03-21T04:00:00
CRM-0000385,PORTAL-SESSION-0000385,CLI-0013,PORTAL-USER-00026,Driver Coordinator,utilities-client-13.example.com,2025-01-09T04:00:00,Client Portal,REQ-0000385,Invoice Query,High,1.1,N,Pending Client,2025-01-09T04:00:00,2025-01-19T04:00:00
CRM-0000386,PORTAL-SESSION-0000386,CLI-0001,PORTAL-USER-00030,Fleet Manager,professional-services-client-01.example.com,2025-02-04T14:00:00,Phone,REQ-0000386,Maintenance Query,Low,11.4,N,Resolved,2025-02-04T14:00:00,2025-02-12T14:00:00
CRM-0000387,PORTAL-SESSION-0000387,CLI-0015,PORTAL-USER-00048,Finance User,healthcare-client-15.example.com,2025-10-20T01:00:00,CRM Case,REQ-0000387,Invoice Query,High,2.8,N,Resolved,2025-10-20T01:00:00,2025-10-24T01:00:00
CRM-0000388,PORTAL-SESSION-0000388,CLI-0015,PORTAL-USER-00008,Executive Viewer,healthcare-client-15.example.com,2025-10-18T08:00:00,Email,REQ-0000388,Renewal Discussion,High,7.8,N,Escalated,2025-10-18T08:00:00,2025-10-27T08:00:00
CRM-0000389,PORTAL-SESSION-0000389,CLI-0002,PORTAL-USER-00059,Fleet Manager,utilities-client-02.example.com,2025-06-13T23:00:00,Client Portal,REQ-0000389,Renewal Discussion,Critical,15.7,N,Escalated,2025-06-13T23:00:00,2025-06-22T23:00:00
CRM-0000390,PORTAL-SESSION-0000390,CLI-0007,PORTAL-USER-00050,Fleet Manager,utilities-client-07.example.com,2025-08-08T10:00:00,CRM Case,REQ-0000390,Vehicle Order,High,25.7,Y,Resolved,2025-08-08T10:00:00,2025-08-18T10:00:00
CRM-0000391,PORTAL-SESSION-0000391,CLI-0018,PORTAL-USER-00071,Fleet Manager,professional-services-client-18.example.com,2025-08-24T12:00:00,Email,REQ-0000391,Renewal Discussion,Critical,1.9,N,Pending Client,2025-08-24T12:00:00,2025-09-04T12:00:00
CRM-0000392,PORTAL-SESSION-0000392,CLI-0016,PORTAL-USER-00012,Driver Coordinator,government-client-16.example.com,2026-03-10T15:00:00,CRM Case,REQ-0000392,Quote Request,Low,20.3,N,Open,2026-03-10T15:00:00,2026-03-19T15:00:00
CRM-0000393,PORTAL-SESSION-0000393,CLI-0012,PORTAL-USER-00031,Finance User,government-client-12.example.com,2025-08-10T15:00:00,CRM Case,REQ-0000393,Vehicle Order,Critical,7.7,N,Pending Client,2025-08-10T15:00:00,2025-08-19T15:00:00
CRM-0000394,PORTAL-SESSION-0000394,CLI-0013,PORTAL-USER-00006,Finance User,utilities-client-13.example.com,2025-05-29T08:00:00,CRM Case,REQ-0000394,Invoice Query,Medium,27.5,Y,Escalated,2025-05-29T08:00:00,2025-06-04T08:00:00
CRM-0000395,PORTAL-SESSION-0000395,CLI-0006,PORTAL-USER-00057,Executive Viewer,utilities-client-06.example.com,2025-05-13T05:00:00,CRM Case,REQ-0000395,Report Download,Medium,8.1,N,Pending Client,2025-05-13T05:00:00,2025-05-13T05:00:00
CRM-0000396,PORTAL-SESSION-0000396,CLI-0005,PORTAL-USER-00024,Fleet Manager,healthcare-client-05.example.com,2025-05-03T21:00:00,Client Portal,REQ-0000396,Invoice Query,Low,2.4,N,Pending Client,2025-05-03T21:00:00,2025-05-15T21:00:00
CRM-0000397,PORTAL-SESSION-0000397,CLI-0006,PORTAL-USER-00038,Finance User,utilities-client-06.example.com,2025-09-22T08:00:00,CRM Case,REQ-0000397,Invoice Query,Critical,23.8,N,Open,2025-09-22T08:00:00,2025-10-04T08:00:00
CRM-0000398,PORTAL-SESSION-0000398,CLI-0016,PORTAL-USER-00011,Driver Coordinator,government-client-16.example.com,2025-06-19T10:00:00,Email,REQ-0000398,Renewal Discussion,High,4.7,Y,Open,2025-06-19T10:00:00,2025-07-03T10:00:00
CRM-0000399,PORTAL-SESSION-0000399,CLI-0015,PORTAL-USER-00073,Fleet Manager,healthcare-client-15.example.com,2025-06-15T13:00:00,CRM Case,REQ-0000399,Report Download,Medium,4.6,N,Escalated,2025-06-15T13:00:00,2025-06-27T13:00:00
CRM-0000400,PORTAL-SESSION-0000400,CLI-0010,PORTAL-USER-00087,Finance User,government-client-10.example.com,2025-05-06T06:00:00,CRM Case,REQ-0000400,Maintenance Query,Medium,32.9,Y,Escalated,2025-05-06T06:00:00,2025-05-13T06:00:00
CRM-0000401,PORTAL-SESSION-0000401,CLI-0015,PORTAL-USER-00010,Executive Viewer,healthcare-client-15.example.com,2025-04-22T06:00:00,Client Portal,REQ-0000401,Maintenance Query,Critical,33.4,Y,Open,2025-04-22T06:00:00,2025-05-06T06:00:00
CRM-0000402,PORTAL-SESSION-0000402,CLI-0015,PORTAL-USER-00072,Driver Coordinator,healthcare-client-15.example.com,2025-01-02T06:00:00,Client Portal,REQ-0000402,Vehicle Order,Critical,28.7,N,Resolved,2025-01-02T06:00:00,2025-01-04T06:00:00
CRM-0000403,PORTAL-SESSION-0000403,CLI-0017,PORTAL-USER-00018,Driver Coordinator,construction-client-17.example.com,2026-02-12T09:00:00,Client Portal,REQ-0000403,Renewal Discussion,Low,23.1,N,Open,2026-02-12T09:00:00,2026-02-14T09:00:00
CRM-0000404,PORTAL-SESSION-0000404,CLI-0016,PORTAL-USER-00087,Executive Viewer,government-client-16.example.com,2025-05-19T00:00:00,Phone,REQ-0000404,Invoice Query,Medium,15.5,Y,Pending Client,2025-05-19T00:00:00,2025-05-24T00:00:00
CRM-0000405,PORTAL-SESSION-0000405,CLI-0001,PORTAL-USER-00021,Fleet Manager,professional-services-client-01.example.com,2026-03-08T13:00:00,Client Portal,REQ-0000405,Vehicle Order,Critical,7.0,N,Escalated,2026-03-08T13:00:00,2026-03-22T13:00:00
CRM-0000406,PORTAL-SESSION-0000406,CLI-0009,PORTAL-USER-00010,Driver Coordinator,professional-services-client-09.example.com,2026-04-30T13:00:00,Phone,REQ-0000406,Invoice Query,High,21.5,N,Open,2026-04-30T13:00:00,2026-05-08T13:00:00
CRM-0000407,PORTAL-SESSION-0000407,CLI-0007,PORTAL-USER-00074,Executive Viewer,utilities-client-07.example.com,2025-10-28T22:00:00,Email,REQ-0000407,Report Download,Low,9.4,Y,Open,2025-10-28T22:00:00,2025-11-06T22:00:00
CRM-0000408,PORTAL-SESSION-0000408,CLI-0011,PORTAL-USER-00002,Driver Coordinator,government-client-11.example.com,2026-02-21T10:00:00,CRM Case,REQ-0000408,Vehicle Order,Critical,27.9,Y,Resolved,2026-02-21T10:00:00,2026-02-24T10:00:00
CRM-0000409,PORTAL-SESSION-0000409,CLI-0005,PORTAL-USER-00029,Driver Coordinator,healthcare-client-05.example.com,2025-03-09T23:00:00,Phone,REQ-0000409,Quote Request,Medium,3.7,N,Open,2025-03-09T23:00:00,2025-03-14T23:00:00
CRM-0000410,PORTAL-SESSION-0000410,CLI-0010,PORTAL-USER-00030,Driver Coordinator,government-client-10.example.com,2025-10-15T10:00:00,Client Portal,REQ-0000410,Quote Request,Low,6.7,Y,Escalated,2025-10-15T10:00:00,2025-10-26T10:00:00
CRM-0000411,PORTAL-SESSION-0000411,CLI-0006,PORTAL-USER-00076,Driver Coordinator,utilities-client-06.example.com,2025-03-12T06:00:00,Phone,REQ-0000411,Invoice Query,Medium,29.8,N,Resolved,2025-03-12T06:00:00,2025-03-18T06:00:00
CRM-0000412,PORTAL-SESSION-0000412,CLI-0015,PORTAL-USER-00090,Executive Viewer,healthcare-client-15.example.com,2026-01-18T16:00:00,Client Portal,REQ-0000412,Report Download,Medium,32.7,N,Pending Client,2026-01-18T16:00:00,2026-01-25T16:00:00
CRM-0000413,PORTAL-SESSION-0000413,CLI-0017,PORTAL-USER-00084,Executive Viewer,construction-client-17.example.com,2025-11-26T17:00:00,Client Portal,REQ-0000413,Invoice Query,High,2.5,N,Escalated,2025-11-26T17:00:00,2025-12-07T17:00:00
CRM-0000414,PORTAL-SESSION-0000414,CLI-0003,PORTAL-USER-00090,Driver Coordinator,healthcare-client-03.example.com,2026-01-10T06:00:00,Email,REQ-0000414,Maintenance Query,High,16.9,N,Escalated,2026-01-10T06:00:00,2026-01-10T06:00:00
CRM-0000415,PORTAL-SESSION-0000415,CLI-0011,PORTAL-USER-00088,Executive Viewer,government-client-11.example.com,2025-09-21T13:00:00,Email,REQ-0000415,Report Download,Critical,7.0,N,Open,2025-09-21T13:00:00,2025-10-04T13:00:00
CRM-0000416,PORTAL-SESSION-0000416,CLI-0015,PORTAL-USER-00051,Fleet Manager,healthcare-client-15.example.com,2025-03-20T06:00:00,Client Portal,REQ-0000416,Report Download,Low,20.7,N,Escalated,2025-03-20T06:00:00,2025-03-21T06:00:00
CRM-0000417,PORTAL-SESSION-0000417,CLI-0013,PORTAL-USER-00001,Fleet Manager,utilities-client-13.example.com,2025-07-25T04:00:00,Phone,REQ-0000417,Invoice Query,High,32.4,Y,Escalated,2025-07-25T04:00:00,2025-07-29T04:00:00
CRM-0000418,PORTAL-SESSION-0000418,CLI-0011,PORTAL-USER-00067,Executive Viewer,government-client-11.example.com,2025-09-13T21:00:00,Email,REQ-0000418,Invoice Query,High,32.0,N,Open,2025-09-13T21:00:00,2025-09-15T21:00:00
CRM-0000419,PORTAL-SESSION-0000419,CLI-0009,PORTAL-USER-00036,Fleet Manager,professional-services-client-09.example.com,2025-08-29T13:00:00,Client Portal,REQ-0000419,Quote Request,Critical,18.9,N,Escalated,2025-08-29T13:00:00,2025-09-10T13:00:00
CRM-0000420,PORTAL-SESSION-0000420,CLI-0017,PORTAL-USER-00038,Fleet Manager,construction-client-17.example.com,2026-03-15T04:00:00,Email,REQ-0000420,Quote Request,Critical,13.8,N,Resolved,2026-03-15T04:00:00,2026-03-16T04:00:00
